,Country,Happiness,GDP per Capita,Social Support,Life Expectancy,Freedom,Corruption,Generosity,Year,latitude,longitude
246,Malta,6.52699995,1.343279839,1.488411665,0.821944237,0.588767052,0.574730575,0.153066069,2017,35.937496,14.375416
247,Malta,6.627,1.27,1.525,0.884,0.645,0.376,0.142,2018,35.937496,14.375416
248,Malta,6.726,1.3,1.52,0.999,0.564,0.375,0.151,2019,35.937496,14.375416
249,Malta,6.772799969,10.53383827,0.93037951,72.19999695,0.924911439,0.214965805,0.658547282,2020,35.937496,14.375416
250,Malta,6.602,10.674,0.931,72.2,0.927,0.133,0.653,2021,35.937496,14.375416
251,Taiwan,6.298,1.29098,1.07617,0.8753,0.3974,0.08129,0.25376,2015,23.69781,120.960515
252,Taiwan,6.379,1.39729,0.92624,0.79565,0.32377,0.0663,0.25495,2016,23.69781,120.960515
253,Taiwan,6.441,1.365,1.436,0.857,0.418,0.151,0.078,2018,23.69781,120.960515
254,Taiwan,6.446,1.368,1.43,0.914,0.351,0.242,0.097,2019,23.69781,120.960515
255,Kuwait,6.295,1.55422,1.16594,0.72492,0.55499,0.25609,0.16228,2015,29.31166,47.481766
256,Kuwait,6.239,1.61714,0.87758,0.63569,0.43166,0.23669,0.15965,2016,29.31166,47.481766
257,Kuwait,6.105000019,1.632952452,1.259698749,0.632105708,0.496337593,0.228289798,0.21515955,2017,29.31166,47.481766
258,Kuwait,6.083,1.474,1.301,0.675,0.554,0.167,0.106,2018,29.31166,47.481766
259,Kuwait,6.021,1.5,1.319,0.808,0.493,0.142,0.097,2019,29.31166,47.481766
260,Kuwait,6.102099895,11.08982468,0.846475244,66.76764679,0.872366488,-0.100184701,0.760849059,2020,29.31166,47.481766
261,Kuwait,6.106,10.817,0.843,66.9,0.867,-0.104,0.736,2021,29.31166,47.481766
262,Suriname,6.269,0.99534,0.972,0.6082,0.59657,0.13633,0.16991,2015,,
263,Suriname,6.269,1.09686,0.77866,0.50933,0.52234,0.12692,0.16665,2016,,
264,Trinidad and Tobago,6.168,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,2015,10.691803,-61.222503
265,Trinidad and Tobago,6.168,1.32572,0.98569,0.52608,0.48453,0.01241,0.31935,2016,10.691803,-61.222503
266,Trinidad and Tobago,6.168000221,1.361355901,1.380228519,0.519983292,0.518630743,0.325296462,0.008964816,2017,10.691803,-61.222503
267,Trinidad and Tobago,6.191899776,10.26000214,0.91529417,63.5,0.857907116,0.000526841,0.912230611,2020,10.691803,-61.222503
268,El Salvador,6.13,0.76454,1.02507,0.67737,0.4035,0.11776,0.10692,2015,13.794185,-88.89653
269,El Salvador,6.068,0.8737,0.80975,0.596,0.37269,0.10613,0.08877,2016,13.794185,-88.89653
270,El Salvador,6.002999783,0.909784496,1.182125092,0.596018553,0.43245253,0.078257985,0.08998096,2017,13.794185,-88.89653
271,El Salvador,6.167,0.806,1.231,0.639,0.461,0.065,0.082,2018,13.794185,-88.89653
272,El Salvador,6.253,0.794,1.242,0.789,0.43,0.093,0.074,2019,13.794185,-88.89653
273,El Salvador,6.34829998,8.909075737,0.806092262,66.10826111,0.833805263,-0.121072978,0.754319906,2020,13.794185,-88.89653
274,El Salvador,6.061,9.054,0.762,66.402,0.888,-0.11,0.688,2021,13.794185,-88.89653
275,Guatemala,6.123,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2015,15.783471,-90.230759
276,Guatemala,6.324,0.83454,0.87119,0.54039,0.50379,0.08701,0.28808,2016,15.783471,-90.230759
277,Guatemala,6.453999996,0.872001946,1.255585194,0.54023999,0.531310618,0.283488393,0.077223279,2017,15.783471,-90.230759
278,Guatemala,6.382,0.781,1.268,0.608,0.604,0.179,0.071,2018,15.783471,-90.230759
279,Guatemala,6.436,0.8,1.269,0.746,0.535,0.175,0.078,2019,15.783471,-90.230759
280,Guatemala,6.398900032,8.924805641,0.816621482,64.8089447,0.908147573,-0.042938665,0.783237457,2020,15.783471,-90.230759
281,Guatemala,6.435,9.053,0.813,64.958,0.906,-0.038,0.775,2021,15.783471,-90.230759
282,Uzbekistan,6.003,0.63244,1.34043,0.59772,0.65821,0.30826,0.22837,2015,41.377491,64.585262
283,Uzbekistan,5.987,0.73591,1.1681,0.50163,0.60848,0.28333,0.34326,2016,41.377491,64.585262
284,Uzbekistan,5.971000195,0.786441088,1.54896915,0.498272628,0.658248663,0.415983647,0.246528223,2017,41.377491,64.585262
285,Uzbekistan,6.096,0.719,1.584,0.605,0.724,0.328,0.259,2018,41.377491,64.585262
286,Uzbekistan,6.174,0.745,1.529,0.756,0.631,0.322,0.24,2019,41.377491,64.585262
287,Uzbekistan,6.257599831,8.740371704,0.926595807,65.10757446,0.974998116,0.248427153,0.501497388,2020,41.377491,64.585262
288,Uzbekistan,6.179,8.836,0.918,65.255,0.97,0.311,0.515,2021,41.377491,64.585262
289,Slovakia,5.995,1.16891,1.26999,0.78902,0.31751,0.03431,0.16893,2015,48.669026,19.699024
290,Slovakia,6.078,1.27973,1.08268,0.70367,0.23391,0.02947,0.13837,2016,48.669026,19.699024
291,Slovakia,6.09800005,1.325393558,1.505059242,0.712732911,0.295817465,0.136544481,0.024210852,2017,48.669026,19.699024
292,Slovakia,6.173,1.21,1.537,0.776,0.354,0.118,0.014,2018,48.669026,19.699024
293,Slovakia,6.198,1.246,1.504,0.881,0.334,0.121,0.014,2019,48.669026,19.699024
294,Slovakia,6.280600071,10.34774971,0.922493756,68.90634155,0.749952674,-0.124409303,0.918096125,2020,48.669026,19.699024
295,Slovakia,6.331,10.369,0.936,69.201,0.766,-0.124,0.911,2021,48.669026,19.699024
296,Japan,5.987,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,2015,36.204824,138.252924
297,Japan,5.921,1.38007,1.06054,0.91491,0.46761,0.18985,0.10224,2016,36.204824,138.252924
298,Japan,5.920000076,1.416915178,1.436337829,0.913475871,0.505625546,0.120572768,0.163760737,2017,36.204824,138.252924
299,Japan,5.915,1.294,1.462,0.988,0.553,0.079,0.15,2018,36.204824,138.252924
300,Japan,5.886,1.327,1.419,1.088,0.445,0.069,0.14,2019,36.204824,138.252924
301,Japan,5.870800018,10.57968903,0.883545935,75.00096893,0.809961379,-0.246910349,0.654558063,2020,36.204824,138.252924
302,Japan,5.94,10.611,0.884,75.1,0.796,-0.258,0.638,2021,36.204824,138.252924
303,South Korea,5.984,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557,2015,35.907757,127.766922
304,South Korea,5.835,1.35948,0.72194,0.88645,0.25168,0.07716,0.18824,2016,35.907757,127.766922
305,South Korea,5.837999821,1.401678443,1.128274441,0.900214076,0.257921666,0.206674367,0.063282669,2017,35.907757,127.766922
306,South Korea,5.875,1.266,1.204,0.955,0.244,0.175,0.051,2018,35.907757,127.766922
307,South Korea,5.895,1.301,1.219,1.036,0.159,0.175,0.056,2019,35.907757,127.766922
308,South Korea,5.872399807,10.51056671,0.799387157,73.6027298,0.612965107,-0.043404032,0.789067447,2020,35.907757,127.766922
309,South Korea,5.845,10.651,0.799,73.9,0.672,-0.083,0.727,2021,35.907757,127.766922
310,Ecuador,5.975,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2015,-1.831239,-78.183406
311,Ecuador,5.976,0.97306,0.85974,0.68613,0.4027,0.18037,0.10074,2016,-1.831239,-78.183406
312,Ecuador,6.007999897,1.000820398,1.286168814,0.685636222,0.455198199,0.150112465,0.140134647,2017,-1.831239,-78.183406
313,Ecuador,5.973,0.889,1.33,0.736,0.556,0.114,0.12,2018,-1.831239,-78.183406
314,Ecuador,6.028,0.912,1.312,0.868,0.498,0.126,0.087,2019,-1.831239,-78.183406
315,Ecuador,5.925199986,9.246058464,0.836418986,68.50003815,0.859828949,-0.127014965,0.801215112,2020,-1.831239,-78.183406
316,Ecuador,5.764,9.313,0.821,68.8,0.842,-0.124,0.843,2021,-1.831239,-78.183406
317,Bahrain,5.96,1.32376,1.21624,0.74716,0.45492,0.306,0.17362,2015,25.930414,50.637772
318,Bahrain,6.218,1.44024,0.94397,0.65696,0.47375,0.25772,0.17147,2016,25.930414,50.637772
319,Bahrain,6.086999893,1.488412261,1.323110461,0.653133035,0.536746919,0.172668487,0.25704217,2017,25.930414,50.637772
320,Bahrain,6.105,1.338,1.366,0.698,0.594,0.243,0.123,2018,25.930414,50.637772
321,Bahrain,6.199,1.362,1.368,0.871,0.536,0.255,0.11,2019,25.930414,50.637772
322,Bahrain,6.227300167,10.67638016,0.876342118,68.5,0.905855775,0.13372919,0.7393471,2020,25.930414,50.637772
323,Bahrain,6.647,10.669,0.862,69.495,0.925,0.089,0.722,2021,25.930414,50.637772
324,Italy,5.948,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2015,41.87194,12.56738
325,Italy,5.977,1.35495,1.04167,0.85102,0.18827,0.02556,0.16684,2016,41.87194,12.56738
326,Italy,5.964000225,1.395066619,1.444923282,0.853144348,0.256450713,0.172789648,0.028028091,2017,41.87194,12.56738
327,Italy,6.0,1.264,1.501,0.946,0.281,0.137,0.028,2018,41.87194,12.56738
328,Italy,6.223,1.294,1.488,1.039,0.231,0.158,0.03,2019,41.87194,12.56738
329,Italy,6.38740015,10.48183632,0.889878571,73.60168457,0.66465199,-0.043460999,0.873404682,2020,41.87194,12.56738
330,Italy,6.483,10.623,0.88,73.8,0.693,-0.084,0.866,2021,41.87194,12.56738
331,Bolivia,5.89,0.68133,0.97841,0.5392,0.57414,0.088,0.20536,2015,-16.290154,-63.588653
332,Bolivia,5.822,0.79422,0.83779,0.4697,0.50961,0.07746,0.21698,2016,-16.290154,-63.588653
333,Bolivia,5.822999954,0.833756566,1.227619052,0.47363025,0.558732927,0.225560725,0.060477726,2017,-16.290154,-63.588653
334,Bolivia,5.752,0.751,1.223,0.508,0.606,0.141,0.054,2018,-16.290154,-63.588653
335,Bolivia,5.779,0.776,1.209,0.706,0.511,0.137,0.064,2019,-16.290154,-63.588653
336,Bolivia,5.747499943,8.851115227,0.803108692,63.6004715,0.875873327,-0.09168113,0.822606206,2020,-16.290154,-63.588653
337,Bolivia,5.716,9.046,0.81,63.901,0.875,-0.077,0.839,2021,-16.290154,-63.588653
338,Moldova,5.889,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,2015,47.411631,28.369885
339,Moldova,5.897,0.69177,0.83132,0.52309,0.25202,0.01903,0.19997,2016,47.411631,28.369885
340,Moldova,5.837999821,0.72887063,1.251825571,0.589465201,0.240729049,0.208779126,0.010091286,2017,47.411631,28.369885
341,Moldova,5.64,0.657,1.301,0.62,0.232,0.171,0.0,2018,47.411631,28.369885
342,Moldova,5.529,0.685,1.328,0.739,0.245,0.181,0.0,2019,47.411631,28.369885
343,Moldova,5.607500076,8.776714325,0.843313575,65.01301575,0.721609175,-0.037741039,0.913314283,2020,47.411631,28.369885
344,Moldova,5.766,9.454,0.857,65.699,0.822,-0.079,0.918,2021,47.411631,28.369885
345,Paraguay,5.878,0.75985,1.30477,0.66098,0.53899,0.08242,0.3424,2015,-23.442503,-58.443832
346,Paraguay,5.538,0.89373,1.11111,0.58295,0.46235,0.07396,0.25296,2016,-23.442503,-58.443832
347,Paraguay,5.493000031,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,2017,-23.442503,-58.443832
348,Paraguay,5.681,0.835,1.522,0.615,0.541,0.162,0.074,2018,-23.442503,-58.443832
349,Paraguay,5.743,0.855,1.475,0.777,0.514,0.184,0.08,2019,-23.442503,-58.443832
350,Paraguay,5.692100048,9.389982224,0.898727894,65.63993835,0.885923445,0.007997713,0.834788501,2020,-23.442503,-58.443832
351,Paraguay,5.653,9.448,0.893,65.9,0.876,0.028,0.882,2021,-23.442503,-58.443832
352,Kazakhstan,5.855,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2015,48.019573,66.923684
353,Kazakhstan,5.919,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011,2016,48.019573,66.923684
354,Kazakhstan,5.818999767,1.28455627,1.384369016,0.606041551,0.437454283,0.201964423,0.119282886,2017,48.019573,66.923684
355,Kazakhstan,5.79,1.143,1.516,0.631,0.454,0.148,0.121,2018,48.019573,66.923684
356,Kazakhstan,5.809,1.173,1.508,0.729,0.41,0.146,0.096,2019,48.019573,66.923684
357,Kazakhstan,6.057899952,10.11465836,0.934744895,64.60996246,0.811601937,-0.068488635,0.764490843,2020,48.019573,66.923684
358,Kazakhstan,6.152,10.155,0.952,65.2,0.853,-0.069,0.733,2021,48.019573,66.923684
359,Slovenia,5.848,1.18498,1.27385,0.87337,0.60855,0.03787,0.25328,2015,46.151241,14.995463
360,Slovenia,5.768,1.29947,1.05613,0.79151,0.53164,0.03635,0.25738,2016,46.151241,14.995463
361,Slovenia,5.757999897,1.341205955,1.452518821,0.790828228,0.572575808,0.242649093,0.045128979,2017,46.151241,14.995463
362,Slovenia,5.948,1.219,1.506,0.856,0.633,0.16,0.051,2018,46.151241,14.995463
363,Slovenia,6.118,1.258,1.523,0.953,0.564,0.144,0.057,2019,46.151241,14.995463
364,Slovenia,6.363399982,10.39232254,0.939575672,71.1029892,0.936142623,-0.080603383,0.817071021,2020,46.151241,14.995463
365,Slovenia,6.461,10.529,0.948,71.4,0.949,-0.101,0.806,2021,46.151241,14.995463
366,Lithuania,5.833,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2015,55.169438,23.881275
367,Lithuania,5.813,1.2692,1.06411,0.64674,0.18929,0.0182,0.02025,2016,55.169438,23.881275
368,Lithuania,5.90199995,1.314582348,1.473516107,0.62894994,0.234231785,0.010164657,0.011865643,2017,55.169438,23.881275
369,Lithuania,5.952,1.197,1.527,0.716,0.35,0.026,0.006,2018,55.169438,23.881275
370,Lithuania,6.149,1.238,1.515,0.818,0.291,0.043,0.042,2019,55.169438,23.881275
371,Lithuania,6.215499878,10.34362602,0.926107109,67.29407501,0.747381449,-0.219725296,0.809583843,2020,55.169438,23.881275
372,Lithuania,6.255,10.499,0.935,67.906,0.773,-0.203,0.826,2021,55.169438,23.881275
373,Nicaragua,5.828,0.59325,1.14184,0.74314,0.55475,0.19317,0.27815,2015,12.865416,-85.207229
374,Nicaragua,5.992,0.69384,0.89521,0.65213,0.46582,0.16292,0.29773,2016,12.865416,-85.207229
375,Nicaragua,6.071000099,0.737299204,1.28721571,0.653095961,0.447551847,0.301674217,0.130687982,2017,12.865416,-85.207229
376,Nicaragua,6.141,0.668,1.319,0.7,0.527,0.208,0.128,2018,12.865416,-85.207229
377,Nicaragua,6.105,0.694,1.325,0.835,0.435,0.2,0.127,2019,12.865416,-85.207229
378,Nicaragua,6.13710022,8.493160248,0.857497036,67.50717926,0.863902867,0.020959141,0.665950119,2020,12.865416,-85.207229
379,Nicaragua,5.972,8.62,0.864,67.657,0.836,0.02,0.664,2021,12.865416,-85.207229
380,Peru,5.824,0.90019,0.97459,0.73017,0.41496,0.05989,0.14982,2015,-9.189967,-75.015152
381,Peru,5.743,0.99602,0.81255,0.62994,0.37502,0.05292,0.14527,2016,-9.189967,-75.015152
382,Peru,5.715000153,1.035225272,1.218770385,0.630166113,0.450002879,0.126819715,0.047049087,2017,-9.189967,-75.015152
383,Peru,5.663,0.934,1.249,0.674,0.53,0.092,0.034,2018,-9.189967,-75.015152
384,Peru,5.697,0.96,1.274,0.854,0.455,0.083,0.027,2019,-9.189967,-75.015152
385,Peru,5.796800137,9.456313133,0.831075251,68.10023499,0.824766099,-0.16238822,0.893714964,2020,-9.189967,-75.015152
386,Peru,5.84,9.458,0.832,68.25,0.822,-0.154,0.891,2021,-9.189967,-75.015152
387,Belarus,5.813,1.03192,1.23289,0.73608,0.37938,0.1909,0.11046,2015,53.709807,27.953389
388,Belarus,5.802,1.13062,1.04993,0.63104,0.29091,0.17457,0.13942,2016,53.709807,27.953389
389,Belarus,5.568999767,1.15655756,1.444945216,0.637714267,0.295400262,0.155137509,0.156313822,2017,53.709807,27.953389
390,Belarus,5.483,1.039,1.498,0.7,0.307,0.101,0.154,2018,53.709807,27.953389
391,Belarus,5.323,1.067,1.465,0.789,0.235,0.094,0.142,2019,53.709807,27.953389
392,Belarus,5.539899826,9.779945374,0.90674746,66.10433197,0.639163077,-0.164926544,0.63571167,2020,53.709807,27.953389
393,Belarus,5.534,9.853,0.91,66.253,0.65,-0.18,0.627,2021,53.709807,27.953389
394,Poland,5.791,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759,2015,51.919438,19.145136
395,Poland,5.835,1.24585,1.04685,0.69058,0.4519,0.055,0.14443,2016,51.919438,19.145136
396,Poland,5.97300005,1.291787863,1.44571197,0.699475348,0.520342112,0.158465967,0.059307806,2017,51.919438,19.145136
397,Poland,6.123,1.176,1.448,0.781,0.546,0.108,0.064,2018,51.919438,19.145136
398,Poland,6.182,1.206,1.438,0.884,0.483,0.117,0.05,2019,51.919438,19.145136
399,Poland,6.186299801,10.26512432,0.874257445,69.31113434,0.862055779,-0.205084071,0.686927021,2020,51.919438,19.145136
400,Poland,6.166,10.382,0.898,69.702,0.841,-0.165,0.735,2021,51.919438,19.145136
401,Malaysia,5.77,1.12486,1.07023,0.72394,0.53024,0.10501,0.33075,2015,4.210484,101.975766
402,Malaysia,6.005,1.25142,0.88025,0.62366,0.39031,0.09081,0.41474,2016,4.210484,101.975766
403,Malaysia,6.084000111,1.29121542,1.284646034,0.618784428,0.402264982,0.41660893,0.065600708,2017,4.210484,101.975766
404,Malaysia,6.322,1.161,1.258,0.669,0.356,0.311,0.059,2018,4.210484,101.975766
405,Malaysia,5.339,1.221,1.171,0.828,0.508,0.26,0.024,2019,4.210484,101.975766
406,Malaysia,5.384300232,10.26251888,0.816509426,67.10215759,0.894626856,0.114726797,0.839302301,2020,4.210484,101.975766
407,Malaysia,5.384,10.238,0.817,67.102,0.895,0.125,0.839,2021,4.210484,101.975766
408,Croatia,5.759,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,2015,45.1,15.2
409,Croatia,5.488,1.18649,0.60809,0.70524,0.23907,0.04002,0.18434,2016,45.1,15.2
410,Croatia,5.293000221,1.222556233,0.967983007,0.701288521,0.255772293,0.248002976,0.04310311,2017,45.1,15.2
411,Croatia,5.321,1.115,1.161,0.737,0.38,0.12,0.039,2018,45.1,15.2
412,Croatia,5.432,1.155,1.266,0.914,0.296,0.119,0.022,2019,45.1,15.2
413,Croatia,5.504700184,10.07087517,0.874623716,70.21490479,0.714838803,-0.128538325,0.916495264,2020,45.1,15.2
414,Croatia,5.882,10.217,0.924,70.799,0.754,-0.118,0.939,2021,45.1,15.2
415,Libya,5.754,1.13145,1.11862,0.7038,0.41668,0.11023,0.18295,2015,26.3351,17.228331
416,Libya,5.615,1.06688,0.95076,0.52304,0.40672,0.10339,0.17087,2016,26.3351,17.228331
417,Libya,5.525000095,1.101803064,1.35756433,0.52016902,0.46573323,0.152073666,0.09261021,2017,26.3351,17.228331
418,Libya,5.566,0.985,1.35,0.553,0.496,0.116,0.148,2018,26.3351,17.228331
419,Libya,5.525,1.044,1.303,0.673,0.416,0.133,0.152,2019,26.3351,17.228331
420,Libya,5.488800049,9.789815903,0.825942934,62.29999924,0.773157001,-0.085054487,0.668779135,2020,26.3351,17.228331
421,Libya,5.41,9.622,0.827,62.3,0.771,-0.087,0.667,2021,26.3351,17.228331
422,Russia,5.716,1.13764,1.23617,0.66926,0.36679,0.03005,0.00199,2015,61.52401,105.318756
423,Russia,5.856,1.23228,1.05261,0.58991,0.32682,0.03586,0.02736,2016,61.52401,105.318756
424,Russia,5.962999821,1.281778097,1.469282389,0.547349334,0.373783112,0.052263822,0.032962881,2017,61.52401,105.318756
425,Russia,5.81,1.151,1.479,0.599,0.399,0.065,0.025,2018,61.52401,105.318756
426,Russia,5.648,1.183,1.452,0.726,0.334,0.082,0.031,2019,61.52401,105.318756
427,Russia,5.546000004,10.12887192,0.903150737,64.10045624,0.729892612,-0.151153743,0.864802599,2020,61.52401,105.318756
428,Russia,5.477,10.189,0.903,64.703,0.718,-0.111,0.845,2021,61.52401,105.318756
429,Jamaica,5.709,0.81038,1.15102,0.68741,0.50442,0.02299,0.2123,2015,18.109581,-77.297508
430,Jamaica,5.51,0.89333,0.96372,0.59469,0.43597,0.04294,0.22245,2016,18.109581,-77.297508
431,Jamaica,5.31099987,0.925579309,1.368218064,0.641022384,0.474307239,0.233818337,0.055267781,2017,18.109581,-77.297508
432,Jamaica,5.89,0.819,1.493,0.693,0.575,0.096,0.031,2018,18.109581,-77.297508
433,Jamaica,5.89,0.831,1.478,0.831,0.49,0.107,0.028,2019,18.109581,-77.297508
434,Jamaica,5.889800072,9.006250381,0.915701866,67.09999847,0.858068526,-0.125106767,0.888890028,2020,18.109581,-77.297508
435,Jamaica,6.309,9.186,0.877,67.5,0.89,-0.137,0.884,2021,18.109581,-77.297508
436,North Cyprus,5.695,1.20806,1.07008,0.92356,0.49027,0.1428,0.26169,2015,,
437,North Cyprus,5.771,1.31141,0.81826,0.84142,0.43596,0.16578,0.26322,2016,,
438,North Cyprus,5.809999943,1.346911311,1.186303377,0.834647238,0.471203625,0.266845703,0.155353352,2017,,
439,North Cyprus,5.53550005,10.40570259,0.820356607,73.70222473,0.79529351,0.000227159,0.62611568,2020,,
440,North Cyprus,5.536,10.576,0.82,73.898,0.795,0.012,0.626,2021,,
441,Cyprus,5.689,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638,2015,35.126413,33.429859
442,Cyprus,5.546,1.31857,0.70697,0.8488,0.29507,0.05228,0.27906,2016,35.126413,33.429859
443,Cyprus,5.620999813,1.355938077,1.131363273,0.844714701,0.355111539,0.271254301,0.041237976,2017,35.126413,33.429859
444,Cyprus,5.762,1.229,1.191,0.909,0.423,0.202,0.035,2018,35.126413,33.429859
445,Cyprus,6.046,1.263,1.223,1.042,0.406,0.19,0.041,2019,35.126413,33.429859
446,Cyprus,6.15899992,10.40570259,0.805996239,73.70222473,0.779858291,0.043731496,0.856271744,2020,35.126413,33.429859
447,Cyprus,6.223,10.576,0.802,73.898,0.763,-0.015,0.844,2021,35.126413,33.429859
448,Algeria,5.605,0.93929,1.07772,0.61766,0.28579,0.17383,0.07822,2015,28.033886,1.659626
449,Algeria,6.355,1.05266,0.83309,0.61804,0.21006,0.16157,0.07044,2016,28.033886,1.659626
450,Algeria,5.872000217,1.091864467,1.146217465,0.617584646,0.233335808,0.069436647,0.14609611,2017,28.033886,1.659626
451,Algeria,5.295,0.979,1.154,0.687,0.077,0.055,0.135,2018,28.033886,1.659626
452,Algeria,5.211,1.002,1.16,0.785,0.086,0.073,0.114,2019,28.033886,1.659626
453,Algeria,5.005099773,9.537964821,0.803385139,65.90517426,0.466610909,-0.121105164,0.735485137,2020,28.033886,1.659626
454,Algeria,4.887,9.342,0.802,66.005,0.48,-0.067,0.752,2021,28.033886,1.659626
455,Kosovo,5.589,0.80148,0.81198,0.63132,0.24749,0.04741,0.2831,2015,42.602636,20.902977
456,Kosovo,5.401,0.90145,0.66062,0.54,0.14396,0.06547,0.27992,2016,42.602636,20.902977
457,Kosovo,5.278999805,0.951484382,1.137853503,0.54145205,0.260287941,0.319931448,0.057471618,2017,42.602636,20.902977
458,Kosovo,5.662,0.855,1.23,0.578,0.448,0.274,0.023,2018,42.602636,20.902977
459,Kosovo,6.1,0.882,1.232,0.758,0.489,0.262,0.006,2019,42.602636,20.902977
460,Kosovo,6.325200081,9.204429626,0.820726514,63.88555527,0.861535907,0.190933764,0.922328293,2020,42.602636,20.902977
461,Kosovo,6.372,9.318,0.821,63.813,0.869,0.257,0.917,2021,42.602636,20.902977
462,Turkmenistan,5.548,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,2015,38.969719,59.556278
463,Turkmenistan,5.658,1.08017,1.03817,0.44006,0.37408,0.28467,0.22567,2016,38.969719,59.556278
464,Turkmenistan,5.822000027,1.130776763,1.493149161,0.43772608,0.418271929,0.249924988,0.25927034,2017,38.969719,59.556278
465,Turkmenistan,5.636,1.016,1.533,0.517,0.417,0.199,0.037,2018,38.969719,59.556278
466,Turkmenistan,5.247,1.052,1.538,0.657,0.394,0.244,0.028,2019,38.969719,59.556278
467,Turkmenistan,5.119100094,9.74803257,0.958966196,62.21170807,0.826457024,0.187671542,0.883691847,2020,38.969719,59.556278
468,Turkmenistan,5.066,9.629,0.983,62.409,0.877,0.273,0.888,2021,38.969719,59.556278
469,Mauritius,5.477,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,2015,-20.348404,57.552152
470,Mauritius,5.648,1.14372,0.75695,0.66189,0.46145,0.05203,0.36951,2016,-20.348404,57.552152
471,Mauritius,5.629000187,1.189395547,1.20956099,0.638007462,0.491247326,0.360933751,0.042181555,2017,-20.348404,57.552152
472,Mauritius,5.891,1.09,1.387,0.684,0.584,0.245,0.05,2018,-20.348404,57.552152
473,Mauritius,5.888,1.12,1.402,0.798,0.498,0.215,0.06,2019,-20.348404,57.552152
474,Mauritius,6.101299763,9.956786156,0.910357833,66.40434265,0.889534533,-0.018318573,0.805343091,2020,-20.348404,57.552152
475,Mauritius,6.049,10.008,0.905,66.701,0.867,-0.054,0.789,2021,-20.348404,57.552152
476,Hong Kong,5.474,1.38604,1.05818,1.01328,0.59608,0.37124,0.39478,2015,22.396428,114.109497
477,Hong Kong,5.458,1.5107,0.87021,0.95277,0.48079,0.31647,0.40097,2016,22.396428,114.109497
478,Hong Kong,5.43,1.405,1.29,1.03,0.524,0.246,0.291,2018,22.396428,114.109497
479,Hong Kong,5.43,1.438,1.277,1.122,0.44,0.258,0.287,2019,22.396428,114.109497
480,Estonia,5.429,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,2015,58.595272,25.013607
481,Estonia,5.517,1.27964,1.05163,0.68098,0.41511,0.18519,0.08423,2016,58.595272,25.013607
482,Estonia,5.611000061,1.32087934,1.4766711,0.695168316,0.47913143,0.098890811,0.183248922,2017,58.595272,25.013607
483,Estonia,5.739,1.2,1.532,0.737,0.553,0.086,0.174,2018,58.595272,25.013607
484,Estonia,5.893,1.237,1.528,0.874,0.495,0.103,0.161,2019,58.595272,25.013607
485,Estonia,6.021800041,10.34001732,0.934729993,68.60495758,0.87770915,-0.111697771,0.623073816,2020,58.595272,25.013607
486,Estonia,6.189,10.481,0.941,68.8,0.909,-0.106,0.527,2021,58.595272,25.013607
487,Indonesia,5.399,0.82827,1.08708,0.63793,0.46611,0.0,0.51535,2015,-0.789275,113.921327
488,Indonesia,5.314,0.95104,0.87625,0.49374,0.39237,0.00322,0.56521,2016,-0.789275,113.921327
489,Indonesia,5.262000084,0.995538592,1.274444699,0.492345721,0.443323463,0.611704588,0.015317135,2017,-0.789275,113.921327
490,Indonesia,5.093,0.899,1.215,0.522,0.538,0.484,0.018,2018,-0.789275,113.921327
491,Indonesia,5.192,0.931,1.203,0.66,0.491,0.498,0.028,2019,-0.789275,113.921327
492,Indonesia,5.285600185,9.36975193,0.808379889,62.15584946,0.870614409,0.519586504,0.876296401,2020,-0.789275,113.921327
493,Indonesia,5.345,9.365,0.811,62.236,0.873,0.542,0.867,2021,-0.789275,113.921327
494,Vietnam,5.36,0.63216,0.91226,0.74676,0.59444,0.10441,0.1686,2015,14.058324,108.277199
495,Vietnam,5.061,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075,2016,14.058324,108.277199
496,Vietnam,5.073999882,0.788547575,1.277491331,0.652168989,0.571055591,0.234968051,0.087633237,2017,14.058324,108.277199
497,Vietnam,5.103,0.715,1.365,0.702,0.618,0.177,0.079,2018,14.058324,108.277199
498,Vietnam,5.175,0.741,1.346,0.851,0.543,0.147,0.073,2019,14.058324,108.277199
499,Vietnam,5.353499889,8.809545517,0.849987149,67.9527359,0.939592957,-0.094533332,0.79642123,2020,14.058324,108.277199
